Year,Area,SubArea,Address,BuildingType,LandArea,Pricepsf,Price,Tenure,BuiltUp,min_dist_airport_10km,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_police_2km,no_bus_station_500m,no_school_1km,Population,CPI,CityArea.km2.,Pop.Density
2016,Beranang,P/L 1229 (BERANANG),BERANANG HILIR,DETACHED PLOT - RESIDENTIAL USE,4801,15,70000,FREEHOLD,0 ftA2,3911.244715,451.6993283,64.89913865,436.9140559,5714.96804,500.0131341,254.4543997,20,15,20,20,6,17,20,15332.69,116.18,110,139.3880909
2017,Gombak,KAMPONG SUNGAI PUSU,OFF JALAN SUNGAI PUSU,DETACHED PLOT - RESIDENTIAL USE,5769,56,323854,FREEHOLD,0 ftA2,1392.401573,668.211825,61.04383445,462.2919312,491.6364092,723.4746443,90.85304761,20,9,20,20,2,5,20,58565.9,120.25,784.95,74.61099433
2016,Gombak,KAMPONG SUNGAI PUSU,OFF JALAN GOMBAK,AGRICULTURE PLOT,65340,6,380000,LEASEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,57833.83,116.18,784.95,73.67836168
2016,Gombak,KAMPONG SUNGAI PUSU,JALAN MRR2,EMPTY PLOT - DEVELOPMENT PLOT,87120,50,4352950,FREEHOLD,0 ftA2,5178.364097,245.0500347,246.0941742,460.3159446,5280.860288,863.6818627,133.7916782,18,4,17,20,2,9,20,57833.83,116.18,784.95,73.67836168
2015,Gombak,KAMPONG SUNGAI PUSU,OFF JALAN GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,87120,2,180000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,56727.85,114.35,784.95,72.26938022
2016,Gombak,KAMPONG SUNGAI CINCIN,ULU GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,78408,6,450000,FREEHOLD,0 ftA2,7127.121503,735.2005691,354.1797973,NA,7584.068792,NA,325.4665911,3,5,0,20,0,5,10,57833.83,116.18,784.95,73.67836168
2014,Gombak,KAMPONG SUNGAI CINCIN,BATU 8 1/2 JALAN GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,56628,15,850000,FREEHOLD,0 ftA2,5082.424216,740.3535036,219.7179916,197.7796495,5090.283949,1258.876695,NA,17,4,12,20,2,0,14,55999.98,110.85,784.95,71.34209822
2014,Gombak,KAMPONG SUNGAI CINCIN,OFF JALAN GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,113256,4,400000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,55999.98,110.85,784.95,71.34209822
2017,Gombak,P/L 2222,ULU GOMBAK,DETACHED PLOT - RESIDENTIAL USE,4499,31,140000,FREEHOLD,11 ftA2,7127.121503,735.2005691,354.1797973,NA,7584.068792,NA,325.4665911,3,5,0,20,0,5,10,58565.9,120.25,784.95,74.61099433
2017,Gombak,P/L 2224,BATU 9 JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,4672,10,46000,FREEHOLD,0 ftA2,1392.401573,668.211825,61.04383445,462.2919312,491.6364092,723.4746443,90.85304761,20,9,20,20,2,5,20,58565.9,120.25,784.95,74.61099433
2015,Gombak,P/L 2229,BATU 9 JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,4004,45,180000,FREEHOLD,0 ftA2,1392.401573,668.211825,61.04383445,462.2919312,491.6364092,723.4746443,90.85304761,20,9,20,20,2,5,20,56727.85,114.35,784.95,72.26938022
2013,Gombak,TAMAN PERWIRA / TAMAN SETIA GOMBAK,JALAN PERWIRA INDAH UTAMA,DETACHED PLOT - RESIDENTIAL USE,2852,50,142623,FREEHOLD,0 ftA2,3185.616128,143.5603771,99.64070498,91.06212002,3866.13569,219.5263891,162.8215008,5,7,12,20,2,8,20,55296.64,107.1,784.95,70.44606663
2013,Gombak,TAMAN PERWIRA / TAMAN SETIA GOMBAK,JALAN PERWIRA INDAH UTAMA,DETACHED PLOT - RESIDENTIAL USE,2852,50,142623,FREEHOLD,0 ftA2,3185.616128,143.5603771,99.64070498,91.06212002,3866.13569,219.5263891,162.8215008,5,7,12,20,2,8,20,55296.64,107.1,784.95,70.44606663
2013,Gombak,TAMAN PERWIRA / TAMAN SETIA GOMBAK,JALAN PERWIRA INDAH UTAMA,DETACHED PLOT - RESIDENTIAL USE,2852,50,142623,FREEHOLD,0 ftA2,3185.616128,143.5603771,99.64070498,91.06212002,3866.13569,219.5263891,162.8215008,5,7,12,20,2,8,20,55296.64,107.1,784.95,70.44606663
2013,Gombak,TAMAN PERWIRA / TAMAN SETIA GOMBAK,JALAN PERWIRA INDAH UTAMA,DETACHED PLOT - RESIDENTIAL USE,4951,50,247572,FREEHOLD,0 ftA2,3185.616128,143.5603771,99.64070498,91.06212002,3866.13569,219.5263891,162.8215008,5,7,12,20,2,8,20,55296.64,107.1,784.95,70.44606663
2017,Gombak,TALIGAS,OFF JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,5350,19,100000,LEASEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,58565.9,120.25,784.95,74.61099433
2014,Gombak,TALIGAS,OFF JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,5027,26,130000,LEASEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,55999.98,110.85,784.95,71.34209822
2017,Gombak,P/L 2750,BATU 9 JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,5005,7,35100,FREEHOLD,0 ftA2,1392.401573,668.211825,61.04383445,462.2919312,491.6364092,723.4746443,90.85304761,20,9,20,20,2,5,20,58565.9,120.25,784.95,74.61099433
2017,Gombak,P/L 2750,BATU 9 JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,4790,7,35550,FREEHOLD,0 ftA2,1392.401573,668.211825,61.04383445,462.2919312,491.6364092,723.4746443,90.85304761,20,9,20,20,2,5,20,58565.9,120.25,784.95,74.61099433
2017,Gombak,P/L 2750,BATU 9 JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,4790,7,35550,FREEHOLD,0 ftA2,1392.401573,668.211825,61.04383445,462.2919312,491.6364092,723.4746443,90.85304761,20,9,20,20,2,5,20,58565.9,120.25,784.95,74.61099433
2016,Gombak,LOT GANTIAN BANJIR,OFF JALAN SUNGAI TUA,DEVELOPMENT LAND,143748,5,740000,FREEHOLD,0 ftA2,6015.286155,414.7020397,184.2391629,198.0434075,6301.964291,1290.036281,NA,20,4,19,0,1,0,16,57833.83,116.18,784.95,73.67836168
2016,Gombak,LOT GANTIAN BANJIR,OFF JALAN SUNGAI TUA,AGRICULTURE PLOT,165528,8,1306835,FREEHOLD,0 ftA2,6015.286155,414.7020397,184.2391629,198.0434075,6301.964291,1290.036281,NA,20,4,19,0,1,0,16,57833.83,116.18,784.95,73.67836168
2014,Gombak,LOT GANTIAN BANJIR,OFF JALAN SUNGAI TUA,AGRICULTURE PLOT,52272,3,180000,FREEHOLD,0 ftA2,6015.286155,414.7020397,184.2391629,198.0434075,6301.964291,1290.036281,NA,20,4,19,0,1,0,16,55999.98,110.85,784.95,71.34209822
2014,Gombak,LOT GANTIAN BANJIR,OFF JALAN SUNGAI TUA,AGRICULTURE PLOT,130680,3,365000,FREEHOLD,0 ftA2,6015.286155,414.7020397,184.2391629,198.0434075,6301.964291,1290.036281,NA,20,4,19,0,1,0,16,55999.98,110.85,784.95,71.34209822
2012,Gombak,GOMBAK SETIA,JALAN GOMBAK SETIA,DETACHED PLOT - RESIDENTIAL USE,7078,49,350000,LEASEHOLD,0 ftA2,425.48975,4.666790257,39.01294731,76.493253,3480.902273,1817.076471,275.8802022,20,13,17,20,3,7,20,54008.74,105,784.95,68.80532518
2016,Gombak,P/L 2614,P/L 2829,DETACHED PLOT - RESIDENTIAL USE,24660,22,550000,FREEHOLD,0 ftA2,2456.275025,1163.324744,765.8320994,997.1879174,2825.972739,1192.335606,NA,5,4,17,20,3,0,5,57833.83,116.18,784.95,73.67836168
2014,Gombak,P/L 2614,P/L 2829,DETACHED PLOT - RESIDENTIAL USE,24660,6,150000,FREEHOLD,0 ftA2,2456.275025,1163.324744,765.8320994,997.1879174,2825.972739,1192.335606,NA,5,4,17,20,3,0,5,55999.98,110.85,784.95,71.34209822
2017,Gombak,KAMPONG CANGKAT,OFF JALAN GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,40052,17,690000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,58565.9,120.25,784.95,74.61099433
2016,Gombak,KAMPONG SIMPANG TIGA,JALAN DEWAN,DETACHED PLOT - RESIDENTIAL USE,2745,60,165000,LEASEHOLD,0 ftA2,NA,726.82324,283.5278765,678.7408395,8402.296079,1480.715975,79.0722252,5,2,8,11,2,7,13,57833.83,116.18,784.95,73.67836168
2015,Gombak,KAMPONG SIMPANG TIGA,JALAN DEWAN,DETACHED PLOT - RESIDENTIAL USE,1938,57,110000,LEASEHOLD,0 ftA2,NA,726.82324,283.5278765,678.7408395,8402.296079,1480.715975,79.0722252,5,2,8,11,2,7,13,56727.85,114.35,784.95,72.26938022
2014,Gombak,KAMPONG SIMPANG TIGA,JALAN DEWAN,DETACHED PLOT - RESIDENTIAL USE,775,32,25000,LEASEHOLD,0 ftA2,NA,726.82324,283.5278765,678.7408395,8402.296079,1480.715975,79.0722252,5,2,8,11,2,7,13,55999.98,110.85,784.95,71.34209822
2016,Gombak,KAMPONG TENGAH,OFF JALAN GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,82764,11,950000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,57833.83,116.18,784.95,73.67836168
2015,Gombak,KAMPONG TENGAH,OFF JALAN GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,43560,27,1200000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,56727.85,114.35,784.95,72.26938022
2014,Gombak,P/L 1974,OFF JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,8740,37,320000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,55999.98,110.85,784.95,71.34209822
2014,Gombak,P/L 1974,OFF JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,8740,37,320000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,55999.98,110.85,784.95,71.34209822
2013,Gombak,TAMAN BUKIT LELA,OFF JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,5573,81,450000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,55296.64,107.1,784.95,70.44606663
2014,Gombak,TAMAN RAWIYAH SULAIMAN JAYA,OFF JALAN GOMBAK,DETACHED PLOT - RESIDENTIAL USE,3527,28,100000,FREEHOLD,0 ftA2,NA,1167.964032,924.2720999,1096.93182,7635.56308,NA,NA,5,2,6,7,0,0,2,55999.98,110.85,784.95,71.34209822
2014,Gombak,TAMAN MUTIARA GOMBAK,OFF JALAN MUTIARA GOMBAK,EMPTY PLOT - DEVELOPMENT PLOT,56628,19,1100000,FREEHOLD,0 ftA2,NA,1490.523845,91.41337887,0,6511.455146,9.888971976,46.61914314,1,1,1,0,1,4,7,55999.98,110.85,784.95,71.34209822
2017,Kajang,COUNTRY HEIGHTS,JALAN RIMBUN HIJAU,DETACHED PLOT - RESIDENTIAL USE,10685,210,2243850,FREEHOLD,0 ftA2,8082.264878,NA,NA,NA,NA,1113.71172,NA,0,0,0,20,1,0,0,608425.2,120.25,235.71,2581.24475
2016,Kajang,COUNTRY HEIGHTS,JALAN SENYUM BINTANG,DETACHED PLOT - RESIDENTIAL USE,10166,590,6000000,FREEHOLD,0 ftA2,7967.011416,1181.696226,NA,972.2886841,4120.96804,NA,NA,3,3,4,9,0,0,0,585888.4,116.18,235.71,2485.632345
2016,Kajang,COUNTRY HEIGHTS,JALAN BAYU NYAMAN,DETACHED PLOT - RESIDENTIAL USE,19149,140,2681560,FREEHOLD,0 ftA2,7967.011416,1181.696226,NA,972.2886841,4120.96804,NA,NA,3,3,4,9,0,0,0,585888.4,116.18,235.71,2485.632345
2016,Kajang,DESA IMPIAN,JALAN DESA IMPIAN,DETACHED PLOT - RESIDENTIAL USE,6598,65,428870,FREEHOLD,0 ftA2,3096.050845,814.2225892,846.1713101,NA,NA,981.2848139,364.3171951,20,0,0,20,2,3,10,585888.4,116.18,235.71,2485.632345
2017,Kajang,KAMPUNG BARU SUNGAI CHUA,JALAN 12,DETACHED PLOT - RESIDENTIAL USE,4783,79,380000,LEASEHOLD,0 ftA2,8559.028169,1064.914156,51.34141326,64.51232853,NA,1580.820382,69.64229996,2,0,16,20,1,3,7,608425.2,120.25,235.71,2581.24475
2016,Kajang,KAMPUNG BARU SUNGAI CHUA,JALAN 11,DETACHED PLOT - RESIDENTIAL USE,5358,37,200000,LEASEHOLD,0 ftA2,790.892538,424.4025589,95.2328087,245.2443143,2747.532984,1097.276575,264.23786,20,20,20,20,14,5,20,585888.4,116.18,235.71,2485.632345
2016,Kajang,KAMPUNG BARU SUNGAI CHUA,JALAN 11,DETACHED PLOT - RESIDENTIAL USE,5358,37,200000,LEASEHOLD,0 ftA2,790.892538,424.4025589,95.2328087,245.2443143,2747.532984,1097.276575,264.23786,20,20,20,20,14,5,20,585888.4,116.18,235.71,2485.632345
2015,Kajang,KAMPUNG BARU SUNGAI CHUA,KAMPUNG BARU SUNGAI CHUA,DETACHED PLOT - COMMERCIAL USE,4326,58,250000,LEASEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,563351.7,114.35,235.71,2390.020364
2017,Kajang,KAMPUNG SUNGAI KANTAN PKT 1 2 3,SBLH TAMAN INTAN & DESA ROS,DETACHED PLOT - RESIDENTIAL USE,3487,105,366000,FREEHOLD,0 ftA2,4856.069613,NA,135.1335374,NA,655.8792356,866.9378585,224.9599734,0,7,0,0,3,3,20,608425.2,120.25,235.71,2581.24475
2016,Kajang,KAMPUNG SUNGAI KANTAN PKT 1 2 5,JALAN MELATI 8,DETACHED PLOT - RESIDENTIAL USE,8181,49,400000,LEASEHOLD,0 ftA2,505.4317878,384.1374725,216.615983,58.9286257,5014.296797,969.6117717,NA,2,1,1,0,1,0,4,585888.4,116.18,235.71,2485.632345
2016,Kajang,KAMPUNG SUNGAI KANTAN PKT 1 2 6,SBLH TAMAN INTAN & DESA ROS,TERRACE PLOT - RESIDENTIAL USE,1539,52,80000,FREEHOLD,0 ftA2,4856.069613,NA,135.1335374,NA,655.8792356,866.9378585,224.9599734,0,7,0,0,3,3,20,585888.4,116.18,235.71,2485.632345
2016,Kajang,KAMPUNG SUNGAI KANTAN PKT 1 2 7,JALAN SUNGAI MELATI 1,DETACHED PLOT - RESIDENTIAL USE,22927,13,300000,LEASEHOLD,0 ftA2,NA,1288.120931,253.9640933,369.4401978,NA,774.9181636,NA,4,0,7,17,2,0,4,585888.4,116.18,235.71,2485.632345
2015,Kajang,KAMPUNG SUNGAI KANTAN PKT 1 2 9,SBLH TAMAN INTAN & DESA ROS,DETACHED PLOT - RESIDENTIAL USE,3487,86,300000,FREEHOLD,0 ftA2,4856.069613,NA,135.1335374,NA,655.8792356,866.9378585,224.9599734,0,7,0,0,3,3,20,563351.7,114.35,235.71,2390.020364
2015,Kajang,KAMPUNG SUNGAI KANTAN PKT 1 2 10,SBLH TAMAN INTAN & DESA ROS,DETACHED PLOT - RESIDENTIAL USE,4122,73,300000,FREEHOLD,0 ftA2,4856.069613,NA,135.1335374,NA,655.8792356,866.9378585,224.9599734,0,7,0,0,3,3,20,563351.7,114.35,235.71,2390.020364
2016,Kajang,SAUJANA IMPIAN,JALAN IMPIAN GEMILANG 2,DETACHED PLOT - RESIDENTIAL USE,13089,103,1350000,FREEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,585888.4,116.18,235.71,2485.632345
2016,Kajang,SAUJANA IMPIAN,PERSIARAN IMPIAN GEMILANG,DETACHED PLOT - RESIDENTIAL USE,8708,138,1201000,FREEHOLD,0 ftA2,3243.393814,434.3590686,219.2643351,293.9893654,717.5424452,401.0276135,139.920104,20,20,20,20,10,5,20,585888.4,116.18,235.71,2485.632345
2016,Kajang,SAUJANA IMPIAN,PERSIARAN IMPIAN GEMILANG,DETACHED PLOT - RESIDENTIAL USE,16641,123,2050000,FREEHOLD,0 ftA2,3243.393814,434.3590686,219.2643351,293.9893654,717.5424452,401.0276135,139.920104,20,20,20,20,10,5,20,585888.4,116.18,235.71,2485.632345
2015,Kajang,SAUJANA IMPIAN,JALAN IMPIAN GEMILANG,DETACHED PLOT - RESIDENTIAL USE,2400,125,300000,FREEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,563351.7,114.35,235.71,2390.020364
2015,Kajang,SAUJANA IMPIAN,JALAN IMPIAN GEMILANG 2,DETACHED PLOT - RESIDENTIAL USE,8288,176,1456000,FREEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,563351.7,114.35,235.71,2390.020364
2015,Kajang,SAUJANA IMPIAN,JALAN IMPIAN GEMILANG 2,DETACHED PLOT - RESIDENTIAL USE,5425,130,705250,FREEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,563351.7,114.35,235.71,2390.020364
2014,Kajang,SAUJANA IMPIAN,JALAN IMPIAN GEMILANG,DETACHED PLOT - RESIDENTIAL USE,9042,114,1028000,FREEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,540814.9,110.85,235.71,2294.407959
2014,Kajang,SAUJANA IMPIAN,JALAN IMPIAN GEMILANG,DETACHED PLOT - RESIDENTIAL USE,8051,130,1046630,FREEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,540814.9,110.85,235.71,2294.407959
2017,Kajang,SUTERA PARKLAND SEMENYIH,P/L 1906 JALAN SUNGAI JERLOK,TERRACE PLOT - RESIDENTIAL USE,2099,29,60854,LEASEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,608425.2,120.25,235.71,2581.24475
2017,Kajang,SUTERA PARKLAND SEMENYIH,TAMAN SUTERA PARKLAND,TERRACE PLOT - RESIDENTIAL USE,1399,44,60854,LEASEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,608425.2,120.25,235.71,2581.24475
2017,Kajang,SUTERA PARKLAND SEMENYIH,P/L 1906 JALAN SUNGAI JERLOK,TERRACE PLOT - RESIDENTIAL USE,1399,43,60584,LEASEHOLD,0 ftA2,9703.463711,138.1271881,268.5746964,391.2604386,2082.41223,1936.656531,NA,10,3,8,20,2,0,17,608425.2,120.25,235.71,2581.24475
2012,Kajang,SUTERA PARKLAND SEMENYIH,KAJANG BY PASS,TERRACE PLOT - RESIDENTIAL USE,1399,44,60854,LEASEHOLD,0 ftA2,5128.218874,171.8022753,62.13662228,228.3984927,5526.324552,788.3665607,199.0351523,20,14,20,20,5,13,20,495741.3,105,235.71,2103.183149
2012,Kajang,SUTERA PARKLAND SEMENYIH,KAJANG BY PASS,TERRACE PLOT - RESIDENTIAL USE,1399,44,60854,LEASEHOLD,0 ftA2,5128.218874,171.8022753,62.13662228,228.3984927,5526.324552,788.3665607,199.0351523,20,14,20,20,5,13,20,495741.3,105,235.71,2103.183149
2017,Kajang,KAMPUNG BAHAGIA BANGI,JALAN BANGI LAMA,DETACHED PLOT - RESIDENTIAL USE,4837,31,150000,LEASEHOLD,0 ftA2,7145.391958,1992.513231,NA,1808.810087,4981.943378,NA,380.6373371,1,5,2,1,NA,2,NA,608425.2,120.25,235.71,2581.24475
2017,Kajang,KAMPUNG BAHAGIA BANGI,JALAN BANGI LAMA,DETACHED PLOT - RESIDENTIAL USE,5420,37,200000,LEASEHOLD,0 ftA2,7145.391958,1992.513231,NA,1808.810087,4981.943378,NA,380.6373371,1,5,2,1,NA,2,NA,608425.2,120.25,235.71,2581.24475
2017,Kajang,KAMPUNG BAHAGIA BANGI,JALAN BANGI LAMA,DETACHED PLOT - RESIDENTIAL USE,6199,16,100000,LEASEHOLD,0 ftA2,7145.391958,1992.513231,NA,1808.810087,4981.943378,NA,380.6373371,1,5,2,1,NA,2,NA,608425.2,120.25,235.71,2581.24475
2016,Kajang,KAMPUNG BAHAGIA BANGI,JALAN BANGI LAMA,DETACHED PLOT - RESIDENTIAL USE,4837,32,155000,LEASEHOLD,0 ftA2,7145.391958,1992.513231,NA,1808.810087,4981.943378,NA,380.6373371,1,5,2,1,NA,2,NA,585888.4,116.18,235.71,2485.632345
2015,Kajang,KAMPUNG BAHAGIA BANGI,JALAN BANGI LAMA,DETACHED PLOT - RESIDENTIAL USE,5420,24,130000,LEASEHOLD,0 ftA2,7145.391958,1992.513231,NA,1808.810087,4981.943378,NA,380.6373371,1,5,2,1,NA,2,NA,563351.7,114.35,235.71,2390.020364
2015,Kajang,KAMPUNG BAHAGIA BANGI,JALAN BANGI LAMA,DETACHED PLOT - RESIDENTIAL USE,4837,24,115000,LEASEHOLD,0 ftA2,7145.391958,1992.513231,NA,1808.810087,4981.943378,NA,380.6373371,1,5,2,1,NA,2,NA,563351.7,114.35,235.71,2390.020364
2014,Kajang,KAMPUNG BAHAGIA BANGI,JALAN BANGI LAMA,DETACHED PLOT - RESIDENTIAL USE,5000,28,138000,LEASEHOLD,0 ftA2,7145.391958,1992.513231,NA,1808.810087,4981.943378,NA,380.6373371,1,5,2,1,NA,2,NA,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,1496,1140,1705530,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,1496,1520,2274040,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,2250,1012,2276055,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,4219,414,1748475,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,1496,1710,2558295,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,1496,1541,2304715,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,2885,584,1685080,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2014,Kajang,KAJANG PRIMA,JALAN KAJANG PRIMA,TERRACE PLOT - COMMERCIAL USE,1496,1646,2462180,FREEHOLD,0 ftA2,2815.500508,1140.914677,335.0399564,702.2041769,529.8918068,NA,176.2737323,3,9,5,20,0,4,10,540814.9,110.85,235.71,2294.407959
2016,Kajang,KAMPUNG KWAN TUNG BARU,JALAN KWANTUNG BARU,DETACHED PLOT - RESIDENTIAL USE,21668,65,1400000,FREEHOLD,0 ftA2,2235.015668,612.0776553,432.516855,935.2260418,1026.914415,1462.81298,NA,20,20,20,20,6,NA,20,585888.4,116.18,235.71,2485.632345
2015,Kajang,KAMPUNG KWAN TUNG BARU,JALAN KWAN TUNG BARU,DETACHED PLOT - RESIDENTIAL USE,6964,80,560000,FREEHOLD,0 ftA2,2235.015668,612.0776553,432.516855,935.2260418,1026.914415,1462.81298,NA,20,20,20,20,6,NA,20,563351.7,114.35,235.71,2390.020364
2015,Kajang,KAMPUNG KWAN TUNG BARU,JALAN KWANTUNG BARU,DETACHED PLOT - RESIDENTIAL USE,5199,48,250000,FREEHOLD,0 ftA2,2235.015668,612.0776553,432.516855,935.2260418,1026.914415,1462.81298,NA,20,20,20,20,6,NA,20,563351.7,114.35,235.71,2390.020364
2015,Kajang,KAMPUNG SUNGAI TANGKAS,OFF TAMAN VISTA EMAS,DEVELOPMENT LAND,217800,18,4000000,FREEHOLD,0 ftA2,2235.015668,612.0776553,432.516855,935.2260418,1026.914415,1462.81298,NA,20,20,20,20,6,0,20,563351.7,114.35,235.71,2390.020364
2015,Kajang,TAMAN BANGI VILLA,JALAN BANGI VILLA 9,EMPTY PLOT - DEVELOPMENT PLOT,5204,39,201246,FREEHOLD,0 ftA2,2865.847415,378.9717451,369.5264006,159.8100123,753.6712558,1178.293016,301.1539028,20,20,20,20,1,4,20,563351.7,114.35,235.71,2390.020364
2015,Kajang,TAMAN BANGI VILLA,BANGI VILLA,DETACHED PLOT - RESIDENTIAL USE,6430,44,279705,FREEHOLD,0 ftA2,2865.847415,378.9717451,369.5264006,159.8100123,753.6712558,1178.293016,301.1539028,20,20,20,20,1,4,20,563351.7,114.35,235.71,2390.020364
2014,Kajang,TAMAN BANGI VILLA,JALAN BANGI VILLA 8,DETACHED PLOT - RESIDENTIAL USE,5000,40,200000,FREEHOLD,0 ftA2,2865.847415,378.9717451,369.5264006,159.8100123,753.6712558,1178.293016,301.1539028,20,20,20,20,1,4,20,540814.9,110.85,235.71,2294.407959
2014,Kajang,TAMAN BANGI VILLA,TAMAN BANGI VILLA,DETACHED PLOT - RESIDENTIAL USE,5000,44,217500,FREEHOLD,0 ftA2,2865.847415,378.9717451,369.5264006,159.8100123,753.6712558,1178.293016,301.1539028,20,20,20,20,1,4,20,540814.9,110.85,235.71,2294.407959
