Year,Area,SubArea,Address,BuildingType,LandArea,Pricepsf,Price,Tenure,BuiltUp,min_dist_airport_10km,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_police_2km,no_bus_station_500m,no_school_1km,Population,CPI,CityArea.km2.,Pop.Density
2016,Ampang jaya,TAMAN KENCANA (AMPANG),JALAN PERDANA 3/10,TERRACE PLOT - RESIDENTIAL USE,2731,139,380000,LEASEHOLD,0 ftA2,6114.83156,296.8980273,290.495402,241.8780353,6414.602175,1406.19098,74.18046127,20,4,19,20,1,7,16,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,TAMAN KENCANA (AMPANG),JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,2680,224,600000,LEASEHOLD,0 ftA2,6815.664418,160.1519278,125.5813622,180.0823358,8248.492698,1587.576107,126.3126373,15,6,20,20,3,10,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,TAMAN KENCANA (AMPANG),BERHAMPIRAN JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,825,24,20000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,TAMAN KENCANA (AMPANG),JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,825,24,20000,LEASEHOLD,0 ftA2,6815.664418,160.1519278,125.5813622,180.0823358,8248.492698,1587.576107,126.3126373,15,6,20,20,3,10,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,TAMAN KENCANA (AMPANG),BERHAMPIRAN JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,825,24,20000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,TAMAN KENCANA (AMPANG),JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,825,24,20000,LEASEHOLD,0 ftA2,6815.664418,160.1519278,125.5813622,180.0823358,8248.492698,1587.576107,126.3126373,15,6,20,20,3,10,20,916181.7,114.35,143.5,6384.541463
2013,Ampang jaya,TAMAN KENCANA (AMPANG),BERHAMPIRAN JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,825,24,20000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,862890.8,107.1,143.5,6013.176307
2013,Ampang jaya,TAMAN KENCANA (AMPANG),BERHAMPIRAN JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,825,24,20000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,862890.8,107.1,143.5,6013.176307
2013,Ampang jaya,TAMAN KENCANA (AMPANG),BERHAMPIRAN JALAN KENCANA 5,TERRACE PLOT - RESIDENTIAL USE,825,24,20000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,862890.8,107.1,143.5,6013.176307
2017,Ampang jaya,KAMPUNG TASIK PERMAI,JALAN INDAH PERMAI 1,DETACHED PLOT - RESIDENTIAL USE,4080,61,250000,LEASEHOLD,0 ftA2,6518.357673,1133.653088,269.3056377,765.1780333,8395.536504,873.6727721,163.8877701,20,7,20,20,7,6,20,969472.6,120.25,143.5,6755.90662
2017,Ampang jaya,KAMPUNG TASIK PERMAI,JALAN PERMAI J,DETACHED PLOT - RESIDENTIAL USE,6727,45,300000,LEASEHOLD,0 ftA2,3782.99487,NA,NA,NA,9293.157324,NA,NA,0,1,0,1,0,0,0,969472.6,120.25,143.5,6755.90662
2017,Ampang jaya,KAMPUNG TASIK PERMAI,TASIK PERMAI,DETACHED PLOT - RESIDENTIAL USE,7029,13,90000,LEASEHOLD,0 ftA2,3446.6656,85.20463001,67.20136929,472.1520403,5339.404981,780.2929388,189.1147835,20,16,20,20,7,17,20,969472.6,120.25,143.5,6755.90662
2016,Ampang jaya,KAMPUNG TASIK PERMAI,JALAN PERMAI 29,DETACHED PLOT - RESIDENTIAL USE,5188,64,330000,LEASEHOLD,0 ftA2,6114.83156,296.8980273,290.495402,241.8780353,6414.602175,1406.19098,74.18046127,20,4,19,20,1,7,16,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG TASIK PERMAI,LORONG PERMAI 23,DETACHED PLOT - RESIDENTIAL USE,6480,54,350000,LEASEHOLD,0 ftA2,6216.203592,867.717064,277.7521622,793.8754857,7960.449557,141.5168032,NA,20,8,20,20,6,0,14,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,KAMPUNG TASIK PERMAI,LORONG PERMAI 1A,DETACHED PLOT - RESIDENTIAL USE,5199,4,20000,LEASEHOLD,0 ftA2,5790.266614,290.3583607,100.4569222,220.6297744,7730.179913,255.9067381,18.23843316,20,10,20,20,6,11,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,KAMPUNG TASIK PERMAI,LORONG PERMAI 23,DETACHED PLOT - RESIDENTIAL USE,4359,57,250000,LEASEHOLD,0 ftA2,6216.203592,867.717064,277.7521622,793.8754857,7960.449557,141.5168032,NA,20,8,20,20,6,0,14,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,KAMPUNG TASIK PERMAI,JALAN INDAH PERMAI 1,DETACHED PLOT - RESIDENTIAL USE,4080,74,300000,LEASEHOLD,0 ftA2,6518.357673,1133.653088,269.3056377,765.1780333,8395.536504,873.6727721,163.8877701,20,7,20,20,7,6,20,916181.7,114.35,143.5,6384.541463
2017,Ampang jaya,UKAY HEIGHT,JALAN TEBRAU 1,DETACHED PLOT - RESIDENTIAL USE,33487,50,1674350,FREEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,969472.6,120.25,143.5,6755.90662
2015,Ampang jaya,UKAY HEIGHT,OFF JALAN TEBRAU,DETACHED PLOT - RESIDENTIAL USE,52272,45,2409795,FREEHOLD,0 ftA2,4922.252975,386.5492083,384.2297377,407.9879921,6851.507824,459.2551317,129.2195027,20,12,20,20,6,6,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,UKAY HEIGHT,OFF JALAN TEBRAU,DETACHED PLOT - RESIDENTIAL USE,30492,45,1372140,FREEHOLD,0 ftA2,4922.252975,386.5492083,384.2297377,407.9879921,6851.507824,459.2551317,129.2195027,20,12,20,20,6,6,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,UKAY HEIGHT,JALAN TEBRAU 1,DETACHED PLOT - RESIDENTIAL USE,1952,51,99552,FREEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,UKAY HEIGHT,JALAN TEBRAU 1,DETACHED PLOT - RESIDENTIAL USE,23985,51,1223235,FREEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,UKAY HEIGHT,OFF JALAN TEBRAU,DETACHED PLOT - RESIDENTIAL USE,16988,49,840000,FREEHOLD,0 ftA2,4922.252975,386.5492083,384.2297377,407.9879921,6851.507824,459.2551317,129.2195027,20,12,20,20,6,6,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,UKAY HEIGHT,OFF JALAN TEBRAU,DETACHED PLOT - RESIDENTIAL USE,16281,46,748926,FREEHOLD,0 ftA2,4922.252975,386.5492083,384.2297377,407.9879921,6851.507824,459.2551317,129.2195027,20,12,20,20,6,6,20,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,UKAY HEIGHT,OFF JALAN TEBRAU 1,DETACHED PLOT - RESIDENTIAL USE,28504,51,1453755,FREEHOLD,0 ftA2,6114.83156,296.8980273,290.495402,241.8780353,6414.602175,1406.19098,74.18046127,20,4,19,20,1,7,16,889536.2,110.85,143.5,6198.858537
2014,Ampang jaya,UKAY HEIGHT,JALAN TEBRAU 1,DETACHED PLOT - RESIDENTIAL USE,8562,51,436662,FREEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,889536.2,110.85,143.5,6198.858537
2017,Ampang jaya,KAMPUNG BARU CHINA,JALAN 11,DETACHED PLOT - RESIDENTIAL USE,3641,151,550000,LEASEHOLD,0 ftA2,790.892538,424.4025589,95.2328087,245.2443143,2747.532984,1097.276575,264.23786,20,20,20,20,14,5,20,969472.6,120.25,143.5,6755.90662
2016,Ampang jaya,KAMPUNG BARU CHINA,JALAN 6B,DETACHED PLOT - RESIDENTIAL USE,3659,120,440000,LEASEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG BARU CHINA,JALAN 8,DETACHED PLOT - RESIDENTIAL USE,3485,14,50000,LEASEHOLD,0 ftA2,3782.99487,NA,NA,NA,9293.157324,NA,NA,0,1,0,1,0,0,0,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG BARU CHINA,JALAN 12B,DETACHED PLOT - RESIDENTIAL USE,3052,33,100000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,KAMPUNG BARU CHINA,JALAN 17,EMPTY PLOT - DEVELOPMENT PLOT,4000,100,400000,LEASEHOLD,0 ftA2,NA,1133.050075,480.0095909,NA,4012.093616,NA,NA,2,5,0,20,0,0,2,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,KAMPUNG BARU CHINA,JALAN 8,DETACHED PLOT - RESIDENTIAL USE,4095,92,375000,LEASEHOLD,0 ftA2,3782.99487,NA,NA,NA,9293.157324,NA,NA,0,1,0,1,0,0,0,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,KAMPUNG BARU CHINA,JALAN 12,DETACHED PLOT - RESIDENTIAL USE,5457,18,100000,LEASEHOLD,0 ftA2,8559.028169,1064.914156,51.34141326,64.51232853,NA,1580.820382,69.64229996,2,0,16,20,1,3,7,889536.2,110.85,143.5,6198.858537
2014,Ampang jaya,KAMPUNG BARU CHINA,JALAN MERDEKA,DETACHED PLOT - RESIDENTIAL USE,4650,8,35000,LEASEHOLD,0 ftA2,5933.300982,203.35585,43.96498342,269.4541571,5627.220257,1058.398018,58.73440202,20,10,20,20,4,6,20,889536.2,110.85,143.5,6198.858537
2017,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),JALAN KHALIFAH ABDUL MALIK,DETACHED PLOT - RESIDENTIAL USE,4908,65,318000,FREEHOLD,0 ftA2,583.0837694,12.41636469,0,425.6762923,547.7959707,284.6007383,279.2590716,20,9,20,20,2,6,20,969472.6,120.25,143.5,6755.90662
2016,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),JALAN SAIDINA ALI,DETACHED PLOT - RESIDENTIAL USE,3649,55,200000,LEASEHOLD,0 ftA2,5630.685596,1052.680567,454.3882594,739.6714331,7308.332397,860.3613777,417.8402266,20,9,19,20,5,2,15,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),LORONG SAIDINA UMAR,DETACHED PLOT - RESIDENTIAL USE,4898,46,225000,LEASEHOLD,0 ftA2,NA,1207.471221,852.4183271,1201.769057,8331.242043,315.1282181,NA,2,3,2,20,1,0,4,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),JALAN KAMPUNG BUKIT SEPUTIH,DETACHED PLOT - RESIDENTIAL USE,3068,39,120000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),KAMPUNG BUKIT SEPUTIH,DETACHED PLOT - RESIDENTIAL USE,3218,71,229000,LEASEHOLD,0 ftA2,9085.018291,397.8178319,115.5815303,267.1178953,2894.570387,NA,320.0731449,7,3,7,20,0,3,10,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),KAMPUNG BUKIT SEPUTIH,DETACHED PLOT - RESIDENTIAL USE,4661,43,200000,LEASEHOLD,0 ftA2,9085.018291,397.8178319,115.5815303,267.1178953,2894.570387,NA,320.0731449,7,3,7,20,0,3,10,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),JALAN SAIDINA ABU BAKAR,DETACHED PLOT - RESIDENTIAL USE,3520,17,60000,LEASEHOLD,0 ftA2,4058.257522,715.8520582,118.5887499,610.6818953,5403.260791,811.071589,13.95345876,20,15,20,20,5,9,20,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,KAMPUNG BUKIT SUNGAI PUTIH(AMPANG),JALAN KAMPUNG BUKIT SEPUTIH,DETACHED PLOT - RESIDENTIAL USE,4112,15,60000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,889536.2,110.85,143.5,6198.858537
2016,Ampang jaya,KAMPUNG CHERAS BARU,JALAN 49C,DETACHED PLOT - RESIDENTIAL USE,4000,58,230000,LEASEHOLD,0 ftA2,4877.248696,217.7101883,287.8378985,299.2427838,6771.433348,305.0735411,91.42020178,20,12,20,20,6,9,20,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,KAMPUNG CHERAS BARU,JALAN 52,DETACHED PLOT - RESIDENTIAL USE,4306,74,317000,LEASEHOLD,0 ftA2,790.892538,424.4025589,95.2328087,245.2443143,2747.532984,1097.276575,264.23786,20,20,20,20,14,5,20,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,KAMPUNG CHERAS BARU,JALAN KENCANA 20,DETACHED PLOT - INDUSTRIAL USE,21781,25,550000,LEASEHOLD,0 ftA2,3446.6656,85.20463001,67.20136929,472.1520403,5339.404981,780.2929388,189.1147835,20,16,20,20,7,17,20,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,KAMPUNG CHERAS BARU,JALAN KUARI,DETACHED PLOT - RESIDENTIAL USE,4000,33,130000,LEASEHOLD,0 ftA2,5393.235111,556.5736004,316.892782,491.7222824,5233.78615,619.3570356,NA,20,10,20,20,4,0,20,889536.2,110.85,143.5,6198.858537
2013,Ampang jaya,KAMPUNG CHERAS BARU,JALAN 41,DETACHED PLOT - RESIDENTIAL USE,4000,73,290000,LEASEHOLD,0 ftA2,NA,574.2666019,639.1066112,NA,NA,NA,NA,1,0,0,6,0,0,1,862890.8,107.1,143.5,6013.176307
2017,Ampang jaya,KAMPUNG AMPANG CAMPURAN,KAMPUNG AMPANG CAMPURAN,DETACHED PLOT - RESIDENTIAL USE,5135,101,520000,LEASEHOLD,0 ftA2,2554.374666,290.4303269,246.7935836,558.8540184,1269.394041,718.9379622,120.182128,20,20,20,20,3,7,20,969472.6,120.25,143.5,6755.90662
2017,Ampang jaya,KAMPUNG AMPANG CAMPURAN,LORONG IKAN EMAS 3,DETACHED PLOT - RESIDENTIAL USE,3025,99,300000,FREEHOLD,0 ftA2,3587.762432,NA,44.17064539,555.0370833,3074.782974,NA,107.5232953,0,4,6,20,0,3,7,969472.6,120.25,143.5,6755.90662
2016,Ampang jaya,KAMPUNG AMPANG CAMPURAN,LORONG IKAN JELAWAT 9,DETACHED PLOT - RESIDENTIAL USE,2637,104,275000,FREEHOLD,0 ftA2,3587.762432,NA,44.17064539,555.0370833,3074.782974,NA,107.5232953,0,4,6,20,0,3,7,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG AMPANG CAMPURAN,JALAN 5,DETACHED PLOT - RESIDENTIAL USE,3983,113,450000,LEASEHOLD,0 ftA2,6006.077726,279.9162877,4.176606361,59.93714618,7859.363278,752.6507146,51.72194096,20,10,20,20,5,7,20,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG AMPANG CAMPURAN,LORONG IKAN EMAS 21,DETACHED PLOT - RESIDENTIAL USE,4058,49,200000,LEASEHOLD,0 ftA2,6233.093053,856.7722181,78.1807119,769.6657352,8124.443768,877.6436259,94.75793857,20,7,20,20,7,8,20,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,KAMPUNG AMPANG CAMPURAN,KAMPUNG AMPANG CAMPURAN,DETACHED PLOT - RESIDENTIAL USE,3208,140,450000,LEASEHOLD,"1,800 ftA2",2554.374666,290.4303269,246.7935836,558.8540184,1269.394041,718.9379622,120.182128,20,20,20,20,3,7,20,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,KAMPUNG AMPANG CAMPURAN,JALAN IKAN KALOI,DETACHED PLOT - RESIDENTIAL USE,2895,104,300000,LEASEHOLD,0 ftA2,6749.170847,676.4178759,115.3150605,356.4760359,7217.685795,593.5169758,31.26618839,20,8,20,20,3,13,20,889536.2,110.85,143.5,6198.858537
2014,Ampang jaya,KAMPUNG AMPANG CAMPURAN,LORONG IKAN EMAS 19,DETACHED PLOT - RESIDENTIAL USE,6910,84,580000,LEASEHOLD,0 ftA2,8642.657285,1340.223931,540.7664894,536.8833186,9699.055491,NA,351.9976689,4,1,20,20,0,4,8,889536.2,110.85,143.5,6198.858537
2014,Ampang jaya,KAMPUNG AMPANG CAMPURAN,LORONG IKAN EMAS 5,DETACHED PLOT - RESIDENTIAL USE,3068,10,29500,LEASEHOLD,0 ftA2,4058.257522,715.8520582,118.5887499,610.6818953,5403.260791,811.071589,13.95345876,20,15,20,20,5,9,20,889536.2,110.85,143.5,6198.858537
2013,Ampang jaya,KAMPUNG AMPANG CAMPURAN,JALAN IKAN KALOI,DETACHED PLOT - RESIDENTIAL USE,3035,31,95000,LEASEHOLD,0 ftA2,6749.170847,676.4178759,115.3150605,356.4760359,7217.685795,593.5169758,31.26618839,20,8,20,20,3,13,20,862890.8,107.1,143.5,6013.176307
2017,Ampang jaya,KAMPUNG DATO MUFTI SHUIB (AMPANG),LORONG MUFTI SHUIB 2,DETACHED PLOT - RESIDENTIAL USE,3143,11,35000,LEASEHOLD,0 ftA2,NA,206.9270328,0,140.5235854,177.759162,164.1770575,82.16515002,12,3,12,20,2,4,17,969472.6,120.25,143.5,6755.90662
2017,Ampang jaya,KAMPUNG DATO MUFTI SHUIB (AMPANG),LORONG DATO MUFTI 3,DETACHED PLOT - RESIDENTIAL USE,3003,50,150000,LEASEHOLD,0 ftA2,5630.685596,1052.680567,454.3882594,739.6714331,7308.332397,860.3613777,417.8402266,20,9,19,20,5,2,15,969472.6,120.25,143.5,6755.90662
2017,Ampang jaya,KAMPUNG DATO MUFTI SHUIB (AMPANG),LORONG RAHMAN RASHIM 3,DETACHED PLOT - RESIDENTIAL USE,2939,85,250000,LEASEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,969472.6,120.25,143.5,6755.90662
2017,Ampang jaya,KAMPUNG DATO MUFTI SHUIB (AMPANG),LORONG DATO MUFTI 9,DETACHED PLOT - RESIDENTIAL USE,3003,65,195000,LEASEHOLD,0 ftA2,NA,1133.050075,480.0095909,NA,4012.093616,NA,NA,2,5,0,20,0,0,2,969472.6,120.25,143.5,6755.90662
2016,Ampang jaya,KAMPUNG DATO MUFTI SHUIB (AMPANG),KAMPUNG DATO MUFTI SHUIB,DETACHED PLOT - RESIDENTIAL USE,4661,26,120000,LEASEHOLD,0 ftA2,8437.340216,1055.852491,75.59538527,310.7842735,NA,NA,268.5046199,5,0,20,20,0,6,9,942827.1,116.18,143.5,6570.223693
2014,Ampang jaya,KAMPUNG DATO MUFTI SHUIB (AMPANG),KAMPUNG DATO MUFTI SHUIB,DETACHED PLOT - RESIDENTIAL USE,3003,80,240000,LEASEHOLD,0 ftA2,8437.340216,1055.852491,75.59538527,310.7842735,NA,NA,268.5046199,5,0,20,20,0,6,9,889536.2,110.85,143.5,6198.858537
2015,Ampang jaya,BATU 4.5 JALAN AMPANG,JALAN 3,EMPTY PLOT - DEVELOPMENT PLOT,10000,139,1388000,LEASEHOLD,0 ftA2,6567.509594,483.7049197,140.1333127,116.917899,8219.650552,1249.782694,26.18667187,20,6,20,20,4,13,20,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,BATU 4.5 JALAN AMPANG,JALAN 4,DETACHED PLOT - RESIDENTIAL USE,4971,200,994228,LEASEHOLD,0 ftA2,7087.592937,NA,753.6057697,NA,NA,NA,NA,0,0,0,2,0,0,1,889536.2,110.85,143.5,6198.858537
2014,Ampang jaya,BATU 4.5 JALAN AMPANG,JALAN 5,EMPTY PLOT - DEVELOPMENT PLOT,6160,244,1500000,LEASEHOLD,0 ftA2,6006.077726,279.9162877,4.176606361,59.93714618,7859.363278,752.6507146,51.72194096,20,10,20,20,5,7,20,889536.2,110.85,143.5,6198.858537
2014,Ampang jaya,BATU 4.5 JALAN AMPANG,AMPANG UTAMA,DETACHED PLOT - RESIDENTIAL USE,6000,92,550000,LEASEHOLD,0 ftA2,NA,632.6728524,296.6268312,704.1264516,9303.824731,NA,498.2426836,2,2,3,7,0,1,13,889536.2,110.85,143.5,6198.858537
2017,Ampang jaya,KAMPUNG MELAYU AMPANG,JALAN SERAYA,DETACHED PLOT - RESIDENTIAL USE,3200,150,480000,LEASEHOLD,0 ftA2,6091.447159,318.1506517,286.7615647,270.209934,6389.016942,1379.863719,46.67659658,20,4,19,20,1,7,16,969472.6,120.25,143.5,6755.90662
2016,Ampang jaya,KAMPUNG MELAYU AMPANG,BATU 5,DETACHED PLOT - RESIDENTIAL USE,3547,140,495000,LEASEHOLD,0 ftA2,9516.879819,NA,276.3672396,1356.533133,8282.884424,1691.593442,49.65427576,0,7,2,15,1,2,1,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG MELAYU AMPANG,JALAN 11,DETACHED PLOT - RESIDENTIAL USE,2842,109,310000,LEASEHOLD,0 ftA2,790.892538,424.4025589,95.2328087,245.2443143,2747.532984,1097.276575,264.23786,20,20,20,20,14,5,20,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,KAMPUNG MELAYU AMPANG,KAMPUNG MELAYU AMPANG,DETACHED PLOT - RESIDENTIAL USE,3440,44,150000,LEASEHOLD,0 ftA2,3782.99487,NA,NA,NA,9293.157324,NA,NA,0,1,0,1,0,0,0,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,KAMPUNG MELAYU AMPANG,KAMPUNG MELAYU AMPANG,DETACHED PLOT - RESIDENTIAL USE,3505,71,250000,LEASEHOLD,0 ftA2,3782.99487,NA,NA,NA,9293.157324,NA,NA,0,1,0,1,0,0,0,889536.2,110.85,143.5,6198.858537
2016,Ampang jaya,KAMPUNG PANDAN DALAM,JALAN CEMPAKA 31,DETACHED PLOT - RESIDENTIAL USE,2691,115,310000,LEASEHOLD,0 ftA2,6233.093053,856.7722181,78.1807119,769.6657352,8124.443768,877.6436259,94.75793857,20,7,20,20,7,8,20,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG PANDAN DALAM,JALAN CEMPAKA 31,DETACHED PLOT - RESIDENTIAL USE,2400,133,320000,LEASEHOLD,0 ftA2,6233.093053,856.7722181,78.1807119,769.6657352,8124.443768,877.6436259,94.75793857,20,7,20,20,7,8,20,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,KAMPUNG PANDAN DALAM,JALAN CEMPAKA 31,DETACHED PLOT - RESIDENTIAL USE,2454,102,250000,LEASEHOLD,0 ftA2,6233.093053,856.7722181,78.1807119,769.6657352,8124.443768,877.6436259,94.75793857,20,7,20,20,7,8,20,942827.1,116.18,143.5,6570.223693
2014,Ampang jaya,KAMPUNG PANDAN DALAM,JALAN H,EMPTY PLOT - DEVELOPMENT PLOT,2379,42,100000,LEASEHOLD,0 ftA2,7995.478997,934.0177645,367.9799862,381.8995584,9506.159219,NA,238.4194712,5,2,20,20,0,9,12,889536.2,110.85,143.5,6198.858537
2015,Ampang jaya,KAMPUNG AMPANG INDAH,JALAN INDAH 7,DETACHED PLOT - RESIDENTIAL USE,4123,49,200000,LEASEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,916181.7,114.35,143.5,6384.541463
2013,Ampang jaya,KAMPUNG AMPANG INDAH,JALAN INDAH 9,DETACHED PLOT - RESIDENTIAL USE,4456,54,240000,LEASEHOLD,0 ftA2,NA,1207.471221,852.4183271,1201.769057,8331.242043,315.1282181,NA,2,3,2,20,1,0,4,862890.8,107.1,143.5,6013.176307
2013,Ampang jaya,KAMPUNG AMPANG INDAH,JALAN INDAH 7,DETACHED PLOT - RESIDENTIAL USE,4123,49,200000,LEASEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,862890.8,107.1,143.5,6013.176307
2017,Ampang jaya,KAMPUNG BARU CINA,JALAN 4,TERRACE PLOT - COMMERCIAL USE,1615,167,270000,LEASEHOLD,0 ftA2,7087.592937,NA,753.6057697,NA,NA,NA,NA,0,0,0,2,0,0,1,969472.6,120.25,143.5,6755.90662
2014,Ampang jaya,KAMPUNG BARU CINA,KAMPUNG BARU AMPANG TAMBAHAN,TERRACE PLOT - COMMERCIAL USE,1615,294,475000,LEASEHOLD,0 ftA2,6749.170847,676.4178759,115.3150605,356.4760359,7217.685795,593.5169758,31.26618839,20,8,20,20,3,13,20,889536.2,110.85,143.5,6198.858537
2016,Ampang jaya,TAMAN PERWIRA,JALAN DAHLIA,DETACHED PLOT - RESIDENTIAL USE,6277,159,1000000,FREEHOLD,0 ftA2,8372.680723,808.0037028,199.378943,599.5607362,9030.51983,NA,NA,3,2,20,20,0,0,10,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,TAMAN PERWIRA,JALAN DAHLIA,DETACHED PLOT - RESIDENTIAL USE,6815,176,1200000,FREEHOLD,0 ftA2,8372.680723,808.0037028,199.378943,599.5607362,9030.51983,NA,NA,3,2,20,20,0,0,10,916181.7,114.35,143.5,6384.541463
2014,Ampang jaya,TAMAN PERWIRA,TAMAN PERWIRA,DETACHED PLOT - RESIDENTIAL USE,6512,170,1107040,FREEHOLD,0 ftA2,790.892538,424.4025589,95.2328087,245.2443143,2747.532984,1097.276575,264.23786,20,20,20,20,14,5,20,889536.2,110.85,143.5,6198.858537
2016,Ampang jaya,DATARAN PANDAN PRIMA,DATARAN PANDAN PRIMA,EMPTY PLOT - DEVELOPMENT PLOT,43560,99,4300000,LEASEHOLD,0 ftA2,9862.786342,914.4076832,74.02341758,NA,7480.612018,NA,401.3436497,2,1,0,1,0,1,5,942827.1,116.18,143.5,6570.223693
